airport_id,name,city,country,iata,icao,timezone,dst,tz_database_time_zone,type,source,lat/lon
3621,San Antonio International Airport,San Antonio,United States,SAT,KSAT,-6,A,America/Chicago,airport,OurAirports,"29.533700942993164, -98.46980285644531"
3622,Greater Rochester International Airport,Rochester,United States,ROC,KROC,-5,A,America/New_York,airport,OurAirports,"43.118900299072266, -77.67240142822266"
3623,Patrick Air Force Base,Coco Beach,United States,COF,KCOF,-5,A,America/New_York,airport,OurAirports,"28.2348995209, -80.6100997925"
3624,Teterboro Airport,Teterboro,United States,TEB,KTEB,-5,A,America/New_York,airport,OurAirports,"40.85010147089999, -74.060798645"
3625,Ellsworth Air Force Base,Rapid City,United States,RCA,KRCA,-7,A,America/Denver,airport,OurAirports,"44.14500046, -103.1039963"
3626,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,-5,A,America/New_York,airport,OurAirports,"35.877601623535156, -78.7874984741211"
3627,James M Cox Dayton International Airport,Dayton,United States,DAY,KDAY,-5,A,America/New_York,airport,OurAirports,"39.902400970458984, -84.21939849853516"
3628,Kenai Municipal Airport,Kenai,United States,ENA,PAEN,-9,A,America/Anchorage,airport,OurAirports,"60.57310104370117, -151.2449951171875"
3629,Mc Alester Regional Airport,Mcalester,United States,MLC,KMLC,-6,A,America/Chicago,airport,OurAirports,"34.88240051, -95.78350067"
3630,Niagara Falls International Airport,Niagara Falls,United States,IAG,KIAG,-5,A,America/New_York,airport,OurAirports,"43.1072998046875, -78.94619750976562"
3631,Coulter Field,Bryan,United States,CFD,KCFD,-6,A,America/Chicago,airport,OurAirports,"30.715700149499998, -96.3313980103"
3632,Wright Aaf (Fort Stewart)/Midcoast Regional Airport,Wright,United States,\N,KLHW,-5,A,America/New_York,airport,OurAirports,"31.88909912, -81.56230164"
3633,Newport News Williamsburg International Airport,Newport News,United States,PHF,KPHF,-5,A,America/New_York,airport,OurAirports,"37.13190079, -76.49299622"
3634,Esler Regional Airport,Alexandria,United States,ESF,KESF,-6,A,America/Chicago,airport,OurAirports,"31.3948993683, -92.2957992554"
3635,Altus Air Force Base,Altus,United States,LTS,KLTS,-6,A,America/Chicago,airport,OurAirports,"34.667098999, -99.2667007446"
3636,Tucson International Airport,Tucson,United States,TUS,KTUS,-7,N,America/Phoenix,airport,OurAirports,"32.1161003112793, -110.94100189208984"
3637,Minot Air Force Base,Minot,United States,MIB,KMIB,-6,A,America/Chicago,airport,OurAirports,"48.41559982, -101.3580017"
3638,Beale Air Force Base,Marysville,United States,BAB,KBAB,-8,A,America/Los_Angeles,airport,OurAirports,"39.136100769, -121.43699646"
3639,Greater Kankakee Airport,Kankakee,United States,IKK,KIKK,-6,A,America/Chicago,airport,OurAirports,"41.07139968869999, -87.8462982178"
3640,Seymour Johnson Air Force Base,Goldsboro,United States,GSB,KGSB,-5,A,America/New_York,airport,OurAirports,"35.33940125, -77.96060181"
3641,Theodore Francis Green State Airport,Providence,United States,PVD,KPVD,-5,A,America/New_York,airport,OurAirports,"41.732601165771484, -71.42040252685547"
3642,Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,SBY,KSBY,-5,A,America/New_York,airport,OurAirports,"38.34049987792969, -75.51029968261719"
3643,Rancho Murieta Airport,Rancho Murieta,United States,RIU,KRIU,-8,A,America/Los_Angeles,airport,OurAirports,"38.48680114746094, -121.10299682617188"
3644,Bob Hope Airport,Burbank,United States,BUR,KBUR,-8,A,America/Los_Angeles,airport,OurAirports,"34.20069885253906, -118.35900115966797"
3645,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,-5,A,America/New_York,airport,OurAirports,"42.212398529052734, -83.35340118408203"
3646,Tampa International Airport,Tampa,United States,TPA,KTPA,-5,A,America/New_York,airport,OurAirports,"27.975500106811523, -82.533203125"
3647,Pembina Municipal Airport,Pembina,United States,PMB,KPMB,-6,A,America/Chicago,airport,OurAirports,"48.9425010681, -97.2407989502"
3648,Polk Army Air Field,Fort Polk,United States,POE,KPOE,-6,A,America/Chicago,airport,OurAirports,"31.0447998, -93.1917038"
3649,Eielson Air Force Base,Fairbanks,United States,EIL,PAEI,-9,A,America/Anchorage,airport,OurAirports,"64.66570282, -147.102005"
3650,Range Regional Airport,Hibbing,United States,HIB,KHIB,-6,A,America/Chicago,airport,OurAirports,"47.38660049, -92.83899689"
3651,Angelina County Airport,Lufkin,United States,LFK,KLFK,-6,A,America/Chicago,airport,OurAirports,"31.2339992523, -94.75"
3652,Midland International Airport,Midland,United States,MAF,KMAF,-6,A,America/Chicago,airport,OurAirports,"31.9424991607666, -102.2020034790039"
3653,Austin Straubel International Airport,Green Bay,United States,GRB,KGRB,-6,A,America/Chicago,airport,OurAirports,"44.48509979248047, -88.12960052490234"
3654,Ardmore Municipal Airport,Ardmore,United States,ADM,KADM,-6,A,America/Chicago,airport,OurAirports,"34.30301, -97.0196342"
3655,Mc Guire Air Force Base,Wrightstown,United States,WRI,KWRI,-5,A,America/New_York,airport,OurAirports,"40.0155983, -74.59169769"
3656,Cherry Point MCAS /Cunningham Field/,Cherry Point,United States,\N,KNKT,-5,A,America/New_York,airport,OurAirports,"34.90090179, -76.88069916"
3657,Emanuel County Airport,Santa Barbara,United States,SBO,KSBO,-5,A,America/New_York,airport,OurAirports,"32.609100341796875, -82.36990356445312"
3658,Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,-5,A,America/New_York,airport,OurAirports,"33.36989974975586, -81.9645004272461"
3659,Sloulin Field International Airport,Williston,United States,ISN,KISN,-6,A,America/Chicago,airport,OurAirports,"48.177898407, -103.641998291"
3660,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,LIT,KLIT,-6,A,America/Chicago,airport,OurAirports,"34.729400634799994, -92.2242965698"
3661,Stewart International Airport,Newburgh,United States,SWF,KSWF,-5,A,America/New_York,airport,OurAirports,"41.50410079956055, -74.10479736328125"
3662,Baudette International Airport,Baudette,United States,BDE,KBDE,-6,A,America/Chicago,airport,OurAirports,"48.7284011841, -94.612197876"
3663,Sacramento Executive Airport,Sacramento,United States,SAC,KSAC,-8,A,America/Los_Angeles,airport,OurAirports,"38.5125007629, -121.492996216"
3664,Homer Airport,Homer,United States,HOM,PAHO,-9,A,America/Anchorage,airport,OurAirports,"59.645599365234375, -151.4770050048828"
3665,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,United States,TBN,KTBN,-6,A,America/Chicago,airport,OurAirports,"37.74160004, -92.14070129"
3666,Dobbins Air Reserve Base,Marietta,United States,MGE,KMGE,-5,A,America/New_York,airport,OurAirports,"33.91540146, -84.51629639"
3667,Fairchild Air Force Base,Spokane,United States,SKA,KSKA,-8,A,America/Los_Angeles,airport,OurAirports,"47.6151008606, -117.65599823"
3668,Roscommon County - Blodgett Memorial Airport,Houghton Lake,United States,HTL,KHTL,-5,A,America/New_York,airport,OurAirports,"44.359798, -84.671095"
3669,Tyndall Air Force Base,Panama City,United States,PAM,KPAM,-6,A,America/Chicago,airport,OurAirports,"30.0695991516, -85.57540130619999"
3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,-6,A,America/Chicago,airport,OurAirports,"32.89680099487305, -97.03800201416016"
3671,Melbourne International Airport,Melbourne,United States,MLB,KMLB,-5,A,America/New_York,airport,OurAirports,"28.102800369262695, -80.64530181884766"
3672,McChord Air Force Base,Tacoma,United States,TCM,KTCM,-8,A,America/Los_Angeles,airport,OurAirports,"47.1376991272, -122.475997925"
3673,Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,-6,A,America/Chicago,airport,OurAirports,"30.194499969482422, -97.6698989868164"
3674,Rickenbacker International Airport,Columbus,United States,LCK,KLCK,-5,A,America/New_York,airport,OurAirports,"39.813801, -82.927803"
3675,Sawyer International Airport,Gwinn,United States,MQT,KSAW,-5,A,America/New_York,airport,OurAirports,"46.353599548300004, -87.395401001"
3676,McGhee Tyson Airport,Knoxville,United States,TYS,KTYS,-5,A,America/New_York,airport,OurAirports,"35.81100082, -83.9940033"
3677,Hood Army Air Field,Fort Hood,United States,HLR,KHLR,-6,A,America/Chicago,airport,OurAirports,"31.138700485199998, -97.71450042720001"
3678,Lambert St Louis International Airport,St. Louis,United States,STL,KSTL,-6,A,America/Chicago,airport,OurAirports,"38.74869918823242, -90.37000274658203"
3679,Millville Municipal Airport,Millville,United States,MIV,KMIV,-5,A,America/New_York,airport,OurAirports,"39.367801666259766, -75.07219696044922"
3680,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,SPS,KSPS,-6,A,America/Chicago,airport,OurAirports,"33.98880005, -98.49189758"
3681,Cincinnati Municipal Airport Lunken Field,Cincinnati,United States,LUK,KLUK,-5,A,America/New_York,airport,OurAirports,"39.10329819, -84.41860199"
3682,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,-5,A,America/New_York,airport,OurAirports,"33.63669967651367, -84.4281005859375"
3683,Castle Airport,Merced,United States,MER,KMER,-8,A,America/Los_Angeles,airport,OurAirports,"37.38050079, -120.5680008"
3684,Mc Clellan Airfield,Sacramento,United States,MCC,KMCC,-8,A,America/Los_Angeles,airport,OurAirports,"38.66759872, -121.401001"
3685,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,-5,A,America/New_York,airport,OurAirports,"42.88079834, -85.52279663"
3686,Winkler County Airport,Wink,United States,INK,KINK,-6,A,America/Chicago,airport,OurAirports,"31.779600143399996, -103.200996399"
3687,Fresno Yosemite International Airport,Fresno,United States,FAT,KFAT,-8,A,America/Los_Angeles,airport,OurAirports,"36.77619934082031, -119.71800231933594"
3688,Vero Beach Municipal Airport,Vero Beach,United States,VRB,KVRB,-5,A,America/New_York,airport,OurAirports,"27.655599594116, -80.417900085449"
3689,Imperial County Airport,Imperial,United States,IPL,KIPL,-8,A,America/Los_Angeles,airport,OurAirports,"32.834201812699995, -115.57900238"
3690,Nashville International Airport,Nashville,United States,BNA,KBNA,-6,A,America/Chicago,airport,OurAirports,"36.1245002746582, -86.6781997680664"
3691,Laredo International Airport,Laredo,United States,LRD,KLRD,-6,A,America/Chicago,airport,OurAirports,"27.543800354003906, -99.46160125732422"
3692,Elmendorf Air Force Base,Anchorage,United States,EDF,PAED,-9,A,America/Anchorage,airport,OurAirports,"61.250999450683594, -149.8070068359375"
3693,Ralph Wien Memorial Airport,Kotzebue,United States,OTZ,PAOT,-9,A,America/Anchorage,airport,OurAirports,"66.88469696, -162.598999"
3694,Altoona Blair County Airport,Altoona,United States,AOO,KAOO,-5,A,America/New_York,airport,OurAirports,"40.29639816, -78.31999969"
3695,Dyess Air Force Base,Abilene,United States,DYS,KDYS,-6,A,America/Chicago,airport,OurAirports,"32.4207992554, -99.854598999"
3696,South Arkansas Regional At Goodwin Field,El Dorado,United States,ELD,KELD,-6,A,America/Chicago,airport,OurAirports,"33.22100067138672, -92.81330108642578"
3697,La Guardia Airport,New York,United States,LGA,KLGA,-5,A,America/New_York,airport,OurAirports,"40.77719879, -73.87259674"
3698,Tallahassee Regional Airport,Tallahassee,United States,TLH,KTLH,-5,A,America/New_York,airport,OurAirports,"30.396499633789062, -84.35030364990234"
3699,Dupage Airport,West Chicago,United States,DPA,KDPA,-6,A,America/Chicago,airport,OurAirports,"41.90779877, -88.24859619"
3700,Waco Regional Airport,Waco,United States,ACT,KACT,-6,A,America/Chicago,airport,OurAirports,"31.611299514770508, -97.23049926757812"
3701,Augusta State Airport,Augusta,United States,AUG,KAUG,-5,A,America/New_York,airport,OurAirports,"44.320598602299995, -69.7973022461"
3702,Hillsboro Municipal Airport,Hillsboro,United States,INJ,KINJ,-6,A,America/Chicago,airport,OurAirports,"32.08349991, -97.09719849"
3704,Mc Kellar Sipes Regional Airport,Jackson,United States,MKL,KMKL,-6,A,America/Chicago,airport,OurAirports,"35.59989929, -88.91560364"
3705,Molokai Airport,Molokai,United States,MKK,PHMK,-10,N,Pacific/Honolulu,airport,OurAirports,"21.15290069580078, -157.0959930419922"
3706,Godman Army Air Field,Fort Knox,United States,FTK,KFTK,-5,A,America/New_York,airport,OurAirports,"37.907100677500004, -85.9720993042"
3707,New River MCAS /H/ /Mccutcheon Fld/ Airport,Jacksonville,United States,\N,KNCA,-5,A,America/New_York,airport,OurAirports,"34.70840073, -77.43969727"
3708,San Angelo Regional Mathis Field,San Angelo,United States,SJT,KSJT,-6,A,America/Chicago,airport,OurAirports,"31.35770034790039, -100.49600219726562"
3709,Calexico International Airport,Calexico,United States,CXL,KCXL,-8,A,America/Los_Angeles,airport,OurAirports,"32.6694984436, -115.513000488"
3710,Chico Municipal Airport,Chico,United States,CIC,KCIC,-8,A,America/Los_Angeles,airport,OurAirports,"39.79539871, -121.8580017"
3711,Burlington International Airport,Burlington,United States,BTV,KBTV,-5,A,America/New_York,airport,OurAirports,"44.471900939899996, -73.15329742429999"
3712,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,-5,A,America/New_York,airport,OurAirports,"30.49410057067871, -81.68789672851562"
3713,Durango La Plata County Airport,Durango,United States,DRO,KDRO,-7,A,America/Denver,airport,OurAirports,"37.1515007019, -107.753997803"
3714,Washington Dulles International Airport,Washington,United States,IAD,KIAD,-5,A,America/New_York,airport,OurAirports,"38.94449997, -77.45580292"
3715,Easterwood Field,College Station,United States,CLL,KCLL,-6,A,America/Chicago,airport,OurAirports,"30.58860016, -96.36380005"
3716,Felts Field,Spokane,United States,SFF,KSFF,-8,A,America/Los_Angeles,airport,OurAirports,"47.682800292969, -117.32299804688"
3717,General Mitchell International Airport,Milwaukee,United States,MKE,KMKE,-6,A,America/Chicago,airport,OurAirports,"42.947200775146484, -87.89659881591797"
3718,Abilene Regional Airport,Abilene,United States,ABI,KABI,-6,A,America/Chicago,airport,OurAirports,"32.4113006592, -99.68190002440001"
3719,Columbia Regional Airport,Columbia,United States,COU,KCOU,-6,A,America/Chicago,airport,OurAirports,"38.81809997558594, -92.21959686279297"
3720,Portland International Airport,Portland,United States,PDX,KPDX,-8,A,America/Los_Angeles,airport,OurAirports,"45.58869934, -122.5979996"
3721,Dade Collier Training and Transition Airport,Miami,United States,TNT,KTNT,-5,A,America/New_York,airport,OurAirports,"25.861799240112, -80.897003173828"
3722,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,-5,A,America/New_York,airport,OurAirports,"26.68320083618164, -80.09559631347656"
3723,Fort Worth Meacham International Airport,Fort Worth,United States,FTW,KFTW,-6,A,America/Chicago,airport,OurAirports,"32.8198013306, -97.36239624019998"
3724,Ogdensburg International Airport,Ogdensburg,United States,OGS,KOGS,-5,A,America/New_York,airport,OurAirports,"44.6819000244, -75.46549987790002"
3726,Boeing Field King County International Airport,Seattle,United States,BFI,KBFI,-8,A,America/Los_Angeles,airport,OurAirports,"47.529998779296875, -122.302001953125"
3727,Lackland Air Force Base,San Antonio,United States,SKF,KSKF,-6,A,America/Chicago,airport,OurAirports,"29.38419914, -98.58110046"
3728,Honolulu International Airport,Honolulu,United States,HNL,PHNL,-10,N,Pacific/Honolulu,airport,OurAirports,"21.318700790405273, -157.9219970703125"
3729,Des Moines International Airport,Des Moines,United States,DSM,KDSM,-6,A,America/Chicago,airport,OurAirports,"41.534000396728516, -93.66310119628906"
3730,Coastal Carolina Regional Airport,New Bern,United States,EWN,KEWN,-5,A,America/New_York,airport,OurAirports,"35.0730018616, -77.04290008539999"
3731,San Diego International Airport,San Diego,United States,SAN,KSAN,-8,A,America/Los_Angeles,airport,OurAirports,"32.7336006165, -117.190002441"
3732,Monroe Regional Airport,Monroe,United States,MLU,KMLU,-6,A,America/Chicago,airport,OurAirports,"32.51089859008789, -92.0376968383789"
3733,Shaw Air Force Base,Sumter,United States,SSC,KSSC,-5,A,America/New_York,airport,OurAirports,"33.97269821, -80.47059631"
3734,Ontario International Airport,Ontario,United States,ONT,KONT,-8,A,America/Los_Angeles,airport,OurAirports,"34.055999755859375, -117.60099792480469"
3735,Majors Airport,Greenvile,United States,GVT,KGVT,-6,A,America/Chicago,airport,OurAirports,"33.0677986145, -96.0652999878"
3736,Roswell International Air Center Airport,Roswell,United States,ROW,KROW,-7,A,America/Denver,airport,OurAirports,"33.30160140991211, -104.53099822998047"
3737,Coleman A. Young Municipal Airport,Detroit,United States,DET,KDET,-5,A,America/New_York,airport,OurAirports,"42.40919876, -83.00990295"
3738,Brownsville South Padre Island International Airport,Brownsville,United States,BRO,KBRO,-6,A,America/Chicago,airport,OurAirports,"25.90679931640625, -97.4259033203125"
3739,Dothan Regional Airport,Dothan,United States,DHN,KDHN,-6,A,America/Chicago,airport,OurAirports,"31.321300506591797, -85.44960021972656"
3740,Cape May County Airport,Wildwood,United States,WWD,KWWD,-5,A,America/New_York,airport,OurAirports,"39.008499145500004, -74.9083023071"
3742,Selfridge Angb Airport,Mount Clemens,United States,MTC,KMTC,-5,A,America/New_York,airport,OurAirports,"42.608299255371094, -82.83550262451172"
3743,Four Corners Regional Airport,Farmington,United States,FMN,KFMN,-7,A,America/Denver,airport,OurAirports,"36.741199493399996, -108.230003357"
3744,Corpus Christi International Airport,Corpus Christi,United States,CRP,KCRP,-6,A,America/Chicago,airport,OurAirports,"27.77039909362793, -97.5011978149414"
3745,Syracuse Hancock International Airport,Syracuse,United States,SYR,KSYR,-5,A,America/New_York,airport,OurAirports,"43.11119842529297, -76.1063003540039"
3746,Naval Air Station Key West/Boca Chica Field,Key West,United States,NQX,KNQX,-5,A,America/New_York,airport,OurAirports,"24.57579994, -81.68890381"
3747,Chicago Midway International Airport,Chicago,United States,MDW,KMDW,-6,A,America/Chicago,airport,OurAirports,"41.7859992980957, -87.75240325927734"
3748,Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,KSJC,-8,A,America/Los_Angeles,airport,OurAirports,"37.36259841918945, -121.92900085449219"
3749,Lea County Regional Airport,Hobbs,United States,HOB,KHOB,-7,A,America/Denver,airport,OurAirports,"32.6875, -103.2170029"
3750,Northeast Philadelphia Airport,Philadelphia,United States,PNE,KPNE,-5,A,America/New_York,airport,OurAirports,"40.08190155, -75.01059723"
3751,Denver International Airport,Denver,United States,DEN,KDEN,-7,A,America/Denver,airport,OurAirports,"39.861698150635, -104.672996521"
3752,Philadelphia International Airport,Philadelphia,United States,PHL,KPHL,-5,A,America/New_York,airport,OurAirports,"39.87189865112305, -75.24109649658203"
3753,Sioux Gateway Col. Bud Day Field,Sioux City,United States,SUX,KSUX,-6,A,America/Chicago,airport,OurAirports,"42.40259933, -96.38439941"
3754,Middle Georgia Regional Airport,Macon,United States,MCN,KMCN,-5,A,America/New_York,airport,OurAirports,"32.69279861450195, -83.64920043945312"
3755,Truth Or Consequences Municipal Airport,Truth Or Consequences,United States,TCS,KTCS,-7,A,America/Denver,airport,OurAirports,"33.2369003296, -107.272003174"
3756,Palmdale Regional/USAF Plant 42 Airport,Palmdale,United States,PMD,KPMD,-8,A,America/Los_Angeles,airport,OurAirports,"34.62939835, -118.0849991"
3757,Randolph Air Force Base,San Antonio,United States,RND,KRND,-6,A,America/Chicago,airport,OurAirports,"29.52969933, -98.27890015"
3758,El Centro Naf Airport,El Centro,United States,NJK,KNJK,-8,A,America/Los_Angeles,airport,OurAirports,"32.829200744628906, -115.6719970703125"
3759,Port Columbus International Airport,Columbus,United States,CMH,KCMH,-5,A,America/New_York,airport,OurAirports,"39.99800109863281, -82.89189910888672"
3760,Drake Field,Fayetteville,United States,FYV,KFYV,-6,A,America/Chicago,airport,OurAirports,"36.00510025024414, -94.17009735107422"
3761,Henry Post Army Air Field (Fort Sill),Fort Sill,United States,FSI,KFSI,-6,A,America/Chicago,airport,OurAirports,"34.64979935, -98.40219879"
3762,Princeton Municipal Airport,Princeton,United States,PNM,KPNM,-6,A,America/Chicago,airport,OurAirports,"45.55989838, -93.60820007"
3763,Wright-Patterson Air Force Base,Dayton,United States,FFO,KFFO,-5,A,America/New_York,airport,OurAirports,"39.8260993958, -84.0483016968"
3764,Edward G. Pitka Sr Airport,Galena,United States,GAL,PAGA,-9,A,America/Anchorage,airport,OurAirports,"64.73619843, -156.9369965"
3765,Chandler Municipal Airport,Chandler,United States,\N,KCHD,-7,A,America/Phoenix,airport,OurAirports,"33.2691, -111.810997"
3766,Mineral Wells Airport,Mineral Wells,United States,MWL,KMWL,-6,A,America/Chicago,airport,OurAirports,"32.7816009521, -98.0602035522"
3767,Mc Connell Air Force Base,Wichita,United States,IAB,KIAB,-6,A,America/Chicago,airport,OurAirports,"37.62189865, -97.26820374"
3768,New Orleans NAS JRB/Alvin Callender Field,New Orleans,United States,NBG,KNBG,-6,A,America/Chicago,airport,OurAirports,"29.82530022, -90.03500366"
3769,Beaufort County Airport,Beaufort,United States,BFT,KARW,-5,A,America/New_York,airport,OurAirports,"32.4122009277, -80.6343994141"
3770,Texarkana Regional Webb Field,Texarkana,United States,TXK,KTXK,-6,A,America/Chicago,airport,OurAirports,"33.45370101928711, -93.99099731445312"
3771,Plattsburgh International Airport,Plattsburgh,United States,PBG,KPBG,-5,A,America/New_York,airport,OurAirports,"44.650901794433594, -73.46810150146484"
3772,Phillips Army Air Field,Aberdeen,United States,APG,KAPG,-5,A,America/New_York,airport,OurAirports,"39.466202, -76.1688"
3773,Tucumcari Municipal Airport,Tucumcari,United States,TCC,KTCC,-7,A,America/Denver,airport,OurAirports,"35.182800293, -103.602996826"
3774,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,-9,A,America/Anchorage,airport,OurAirports,"61.174400329589844, -149.99600219726562"
3775,Robert Gray  Army Air Field Airport,Killeen,United States,GRK,KGRK,-6,A,America/Chicago,airport,OurAirports,"31.067199707, -97.82890319820001"
3776,Black Rock Airport,Zuni Pueblo,United States,ZUN,KZUN,-7,A,America/Denver,airport,OurAirports,"35.08319854736328, -108.79199981689453"
3777,Bellingham International Airport,Bellingham,United States,BLI,KBLI,-8,A,America/Los_Angeles,airport,OurAirports,"48.79280090332031, -122.53800201416016"
3778,Millington Regional Jetport Airport,Millington,United States,NQA,KNQA,-6,A,America/Chicago,airport,OurAirports,"35.356700897217, -89.870300292969"
3779,Elkins-Randolph Co-Jennings Randolph Field,Elkins,United States,EKN,KEKN,-5,A,America/New_York,airport,OurAirports,"38.88940048, -79.85710144"
3780,Hartford Brainard Airport,Hartford,United States,HFD,KHFD,-5,A,America/New_York,airport,OurAirports,"41.736698150635, -72.649398803711"
3781,North Central State Airport,Smithfield,United States,SFZ,KSFZ,-5,A,America/New_York,airport,OurAirports,"41.9207992554, -71.49140167239999"
3782,Mobile Regional Airport,Mobile,United States,MOB,KMOB,-6,A,America/Chicago,airport,OurAirports,"30.691200256348, -88.242797851562"
3783,Moffett Federal Airfield,Mountain View,United States,NUQ,KNUQ,-8,A,America/Los_Angeles,airport,OurAirports,"37.416099548339844, -122.04900360107422"
3784,Santa Fe Municipal Airport,Santa Fe,United States,SAF,KSAF,-7,A,America/Denver,airport,OurAirports,"35.617099762, -106.088996887"
3785,Barking Sands Airport,Barking Sands,United States,BKH,PHBK,-10,A,Pacific/Honolulu,airport,OurAirports,"22.022800445599998, -159.785003662"
3786,Beauregard Regional Airport,Deridder,United States,DRI,KDRI,-6,A,America/Chicago,airport,OurAirports,"30.8316993713, -93.33989715579999"
3787,Bradshaw Army Airfield,Bradshaw Field,United States,BSF,PHSF,-10,A,Pacific/Honolulu,airport,OurAirports,"19.760099411, -155.554000854"
3788,Nogales International Airport,Nogales,United States,OLS,KOLS,-7,A,America/Phoenix,airport,OurAirports,"31.417699813842773, -110.8479995727539"
3789,Mac Dill Air Force Base,Tampa,United States,MCF,KMCF,-5,A,America/New_York,airport,OurAirports,"27.84930038, -82.52120209"
3790,Scott AFB/Midamerica Airport,Belleville,United States,BLV,KBLV,-6,A,America/Chicago,airport,OurAirports,"38.5452, -89.835197"
3791,Opa-locka Executive Airport,Miami,United States,OPF,KOPF,-5,A,America/New_York,airport,OurAirports,"25.90699959, -80.27839661"
3792,Del Rio International Airport,Del Rio,United States,DRT,KDRT,-6,A,America/Chicago,airport,OurAirports,"29.3742008209, -100.927001953"
3793,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,-5,A,America/New_York,airport,OurAirports,"26.53619956970215, -81.75520324707031"
3794,King Salmon Airport,King Salmon,United States,AKN,PAKN,-9,A,America/Anchorage,airport,OurAirports,"58.67679977, -156.6490021"
3795,Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,United States,MUI,KMUI,-5,A,America/New_York,airport,OurAirports,"40.43479919, -76.56939697"
3796,Kapalua Airport,Lahania-kapalua,United States,JHM,PHJH,-10,N,Pacific/Honolulu,airport,OurAirports,"20.962900161743164, -156.67300415039062"
3797,John F Kennedy International Airport,New York,United States,JFK,KJFK,-5,A,America/New_York,airport,OurAirports,"40.63980103, -73.77890015"
3798,Homestead ARB Airport,Homestead,United States,HST,KHST,-5,A,America/New_York,airport,OurAirports,"25.48859978, -80.38359833"
3799,Riverside Municipal Airport,Riverside,United States,RAL,KRAL,-8,A,America/Los_Angeles,airport,OurAirports,"33.95190048, -117.4449997"
3800,Sherman Army Air Field,Fort Leavenworth,United States,FLV,KFLV,-6,A,America/Chicago,airport,OurAirports,"39.3683013916, -94.9147033691"
3801,Wallops Flight Facility Airport,Wallops Island,United States,WAL,KWAL,-5,A,America/New_York,airport,OurAirports,"37.9402008057, -75.4664001465"
3802,Holloman Air Force Base,Alamogordo,United States,HMN,KHMN,-7,A,America/Denver,airport,OurAirports,"32.8525009155, -106.107002258"
3803,Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,United States,NXX,KNXX,-5,A,America/New_York,airport,OurAirports,"40.19979858, -75.14820099"
3804,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,CYS,KCYS,-7,A,America/Denver,airport,OurAirports,"41.15570068, -104.8119965"
3805,Stockton Metropolitan Airport,Stockton,United States,SCK,KSCK,-8,A,America/Los_Angeles,airport,OurAirports,"37.894199371338, -121.2379989624"
3806,Charleston Air Force Base-International Airport,Charleston,United States,CHS,KCHS,-5,A,America/New_York,airport,OurAirports,"32.89860153, -80.04049683"
3807,Reno Tahoe International Airport,Reno,United States,RNO,KRNO,-8,A,America/Los_Angeles,airport,OurAirports,"39.49909973144531, -119.76799774169922"
3808,Ketchikan International Airport,Ketchikan,United States,KTN,PAKT,-9,A,America/Anchorage,airport,OurAirports,"55.35559845, -131.7140045"
3809,Willow Run Airport,Detroit,United States,YIP,KYIP,-5,A,America/New_York,airport,OurAirports,"42.23789978, -83.53040314"
3810,Vandenberg Air Force Base,Lompoc,United States,VBG,KVBG,-8,A,America/Los_Angeles,airport,OurAirports,"34.7373008728, -120.583999634"
3811,Birmingham-Shuttlesworth International Airport,Birmingham,United States,BHM,KBHM,-6,A,America/Chicago,airport,OurAirports,"33.56290054, -86.75350189"
3812,Lakehurst Maxfield Field Airport,Lakehurst,United States,NEL,KNEL,-5,A,America/New_York,airport,OurAirports,"40.03329849, -74.353302"
3814,Nellis Air Force Base,Las Vegas,United States,LSV,KLSV,-8,A,America/Los_Angeles,airport,OurAirports,"36.2361984253, -115.033996582"
3815,March ARB Airport,Riverside,United States,RIV,KRIV,-8,A,America/Los_Angeles,airport,OurAirports,"33.88069916, -117.2590027"
3816,Modesto City Co-Harry Sham Field,Modesto,United States,MOD,KMOD,-8,A,America/Los_Angeles,airport,OurAirports,"37.62580109, -120.9540024"
3817,Sacramento International Airport,Sacramento,United States,SMF,KSMF,-8,A,America/Los_Angeles,airport,OurAirports,"38.69540023803711, -121.59100341796875"
3818,Waukegan National Airport,Chicago,United States,UGN,KUGN,-6,A,America/Chicago,airport,OurAirports,"42.422199249268, -87.867897033691"
3819,City of Colorado Springs Municipal Airport,Colorado Springs,United States,COS,KCOS,-7,A,America/Denver,airport,OurAirports,"38.805801391602, -104.70099639893"
